Id,Year,MakeID,DisplayName,ModelShort,MediaName,ClassID,CarTypeID,CarClassModifier,FamilyModelID,FamilyBodyID,EnginePlacementID,MaterialTypeID,PowertrainID,CurbWeight,WeightDistribution,NumGears,TireBrandID,BaseRarity,FrontTireWidthMM,FrontTireAspect,FrontWheelDiameterIN,RearTireWidthMM,RearTireAspect,RearWheelDiameterIN,Time:0-60-sec,Time:0-100-sec,QuarterMileTime-sec,QuarterMileSpeed-mph,TopSpeed-mph,SpeedLimiterID,BaseCost,PerformanceIndex,AutoSteerOverrideID,FixListingRearFricScale,FixListingNormSlip0,FixListingNormSlip1,FixListingSteerAngle0,FixListingSteerAngle1,BodyAeroLongitudinalDrag,BodyAeroVerticalDrag,BodyAeroLateralDragFront,BodyAeroLateralDragRear,BodyAeroForwardDownforceFront,BodyAeroForwardDownforceRear,BodyAeroAngleZeroDownforce,BodyAeroWIForceScale,TireAeroHackShouldApply,TireAeroHackMinSpringLoad,TireAeroHackMaxSpringLoad,AIPlayerID,SimPeakPower,SimPeakAngVel,SimPeakTorque,SimPeakTorqueAngVel,SimRedlineAngVel,SimTimeTo60MPH,SimTimeTo100MPH,SimTimeQuarterMile,SimTopSpeed,SimBrakeDistance100MPH,SimLatGees60MPH,SimLatGees120MPH,SimSpeedQuarterMile,SimBrakeDistance60MPH,HandlingRating,SpeedRating,AccelerationRating,BrakingRating,LaunchRating,OffroadRating,MinOffRoadPerfRating,GameTorqueScale,GameDragScale,GameDownforceScale,GameDownforceScaleOffroad,CaliperAngleFront,CaliperAngleRear,Thumbnail,ContentId,IsPurchased,IsUnicorn,HasLivery,WingMask,CaliperRGBFront,CaliperRGBRear,StockWheelID,IsArcade,IsInstalled,GaugeID,FamilySpecialID,EngineConfigID,DriveTypeID,RegionID,CountryID,MakeName,MakeIcon,CylinderID,AspirationTypeId,Displacement,ModelId,IsCarExperienceUnlocked,HasCarExperience,FrontStockRideHeight,RearStockRideHeight,IsDrivable,HasRaceLivery,IsOpenCockpit,IsOpenWheel,MaxUpgradeWizardPerfRating,LatFrontScalarMax,LatFrontScalarClamp,LatRearScalarMax,LatRearScalarClamp,LongAccelFrontScalarMax,LongAccelFrontScalarClamp,LongAccelRearScalarMax,LongAccelRearScalarClamp,LongBrakeFrontScalarMax,LongBrakeFrontScalarClamp,LongBrakeRearScalarMax,LongBrakeRearScalarClamp,IsCameraCollidable,UseBoxCameraCollision,PuddleScale,NotAvailableInAutoshow,FrontDownforceClampKG,RearDownforceClampKG,AssistsTCSSlipDefTakeoff,AssistsTCSSlipDefMoving,AssistsTCSControlSpeed,AssistsTCSFullEffectFricDiff,AssistsTCSFullSteerSlipScaleRWD,AssistsTCSFullSteerSlipScaleFWD,AssistsTCSFullSteerSlipScaleAWD,DoNotAllowRemovalFromGarage,NotAvailableInAuctionHouse,VisibleOnlyIfOwned,ConvertibleType,UseTireRigidBodies,UseMultiRaycastTireCollision,SprungForcesApplyToFullCarMass,BrakeProfile,RaceMode,UseForcePropLongTorque,Traction_Road,Traction_OffRoad,Traction_Snow,TurnOffHeadlightsInAutoShow,PI
247,1969,49,_&4847093598734470072,_&4847093601080060886,TOY_2000GT_69,0,1,0.0,1,5,1,1,1,11.56661,0.51,5,4,8.0,165,75,15,165,75,15,8.2,23.1,16.3,87.0,145.0,0,750000,0.3526
249,1962,13,_&4847093598734470328,_&4847093601080061142,FER_250GTO_64,2,1,0.0,47,36,1,1,1,10.43,0.52,5,10,10.0,195,70,15,225,70,15,6.1,13.1,13.5,102.0,175.0,0,50000000,0.4709
251,1954,28,_&4847093598734452920,_&4847093601080076502,MER_300SL_54,0,1,0.0,1,20,1,1,1,13.42634,0.48,4,0,8.8,175,80,15,175,80,15,8.2,21.1,16.0,89.0,153.0,0,1200000,0.3624
253,1994,13,_&4847093598734453176,_&4847093601080076758,FER_355Berlinetta_94,3,1,0.0,28,23,2,1,2,14.49681,0.41,6,10,7.3,225,40,18,265,40,18,4.8,11.1,13.3,110.0,191.0,0,190000,0.5729
257,2002,13,_&4847093598734453688,_&4847093601080077270,FER_575_02,3,1,0.0,47,22,1,1,1,17.30484,0.5,6,10,8.2,255,40,18,295,35,18,4.2,9.6,12.26,118.6,202.0,0,250000,0.6049
260,1973,39,_&4847093598734501944,_&4847093601080092758,POR_CarreraRS_73,2,1,0.0,0,1,3,1,3,11.11301,0.41,5,8,7.1,185,70,15,215,60,15,7.0,16.5,14.1,96.0,149.0,0,350000,0.4608
261,1995,39,_&4847093598734502072,_&4847093601080092886,POR_911GT2_95,3,1,0.0,0,1,3,1,3,12.95,0.38,6,8,9.2,235,40,18,285,35,18,3.9,8.7,12.1,121.0,183.0,0,550000,0.6122
262,2004,39,_&4847093598734502200,_&4847093601080093014,POR_996GT3_04,3,1,0.0,1,1,3,1,3,14.33352,0.38,6,8,7.4,235,40,18,295,30,18,4.2,9.5,12.4,113.8,194.0,0,65000,0.6389
265,1982,39,_&4847093598734502584,_&4847093601080093398,POR_911Turbo_82,2,1,0.0,0,22,3,1,3,13.0,0.4,4,35,5.7,205,55,16,225,50,16,5.1,12.2,13.7,115.0,159.0,0,150000,0.5219
266,1970,39,_&4847093598734502712,_&4847093601080093526,POR_914_70,0,1,0.0,1,5,2,1,2,9.96,0.46,5,0,6.8,185,65,15,185,65,15,8.7,26.4,16.3,83.0,123.0,0,24000,0.298
268,1989,39,_&4847093598734502968,_&4847093601080093782,POR_944Turbo_89,2,1,0.0,1,1,1,1,1,14.13,0.51,5,8,4.8,225,50,16,245,45,16,5.5,14.1,14.2,100.5,162.0,0,35000,0.5082
269,1987,39,_&4847093598734503096,_&4847093601080093910,POR_959_87,3,1,0.0,1,3,3,2,6,14.46984,0.43,6,2,9.7,235,45,17,255,40,17,3.6,8.2,11.9,119.5,200.0,0,2000000,0.6238
289,1969,9,_&4847093598734273720,_&4847093601079995606,CHE_CamaroSS_69,1,1,0.0,17,13,1,1,1,15.99847,0.58,4,5,6.3,215,70,14,215,70,14,6.4,16.3,14.23,97.28,173.0,0,110000,0.4455
